context_indices
"[2064, 1808, 2476]"
"[1808, 2476, 3847]"
"[3368, 1531, 2397, 3216, 3100, 389]"
"[1531, 2397, 1396, 3100, 389, 430]"
"[2397, 1396, 3216, 389, 430, 1154]"
"[1396, 3216, 3100, 430, 1154, 2662]"
"[3216, 3100, 389, 1154, 2662, 148]"
"[3100, 389, 430, 2662, 148, 2254]"
"[389, 430, 1154, 148, 2254, 3323]"
"[430, 1154, 2662, 2254, 3323, 1711]"
"[1154, 2662, 148, 3323, 1711, 2672]"
"[2662, 148, 2254, 1711, 2672, 1010]"
"[148, 2254, 3323, 2672, 1010, 2033]"
"[2254, 3323, 1711, 1010, 2033, 1836]"
"[3323, 1711, 2672, 2033, 1836, 1088]"
"[1711, 2672, 1010, 1836, 1088, 2949]"
"[2672, 1010, 2033, 1088, 2949, 313]"
"[1010, 2033, 1836, 2949, 313, 753]"
"[2033, 1836, 1088, 313, 753, 3371]"
"[1836, 1088, 2949, 753, 3371, 1186]"
"[1088, 2949, 313, 3371, 1186, 1893]"
"[2949, 313, 753, 1186, 1893, 3429]"
"[313, 753, 3371, 1893, 3429, 831]"
"[753, 3371, 1186, 3429, 831, 3112]"
"[3371, 1186, 1893, 831, 3112, 770]"
"[1186, 1893, 3429, 3112, 770, 1099]"
"[1893, 3429, 831, 770, 1099, 1480]"
"[3429, 831, 3112, 1099, 1480, 1502]"
"[831, 3112, 770, 1480, 1502, 3590]"
"[3112, 770, 1099, 1502, 3590, 2382]"
"[770, 1099, 1480, 3590, 2382, 773]"
"[1099, 1480, 1502, 2382, 773, 2129]"
"[1480, 1502, 3590, 773, 2129, 3756]"
"[1502, 3590, 2382, 2129, 3756, 3104]"
"[3590, 2382, 773, 3756, 3104, 2978]"
"[2382, 773, 2129, 3104, 2978, 1679]"
"[773, 2129, 3756, 2978, 1679, 2397]"
"[2129, 3756, 3104, 1679, 2397, 954]"
"[3756, 3104, 2978, 2397, 954, 3221]"
"[3104, 2978, 1679, 954, 3221, 1412]"
"[2978, 1679, 2397, 3221, 1412, 3121]"
"[1679, 2397, 954, 1412, 3121, 1014]"
"[2397, 954, 3221, 3121, 1014, 956]"
"[954, 3221, 1412, 1014, 956, 1548]"
"[3221, 1412, 3121, 956, 1548, 935]"
"[1412, 3121, 1014, 1548, 935, 1954]"
"[3121, 1014, 956, 935, 1954, 630]"
"[1014, 956, 1548, 1954, 630, 604]"
"[956, 1548, 935, 630, 604, 1003]"
"[1548, 935, 1954, 604, 1003, 3661]"
"[935, 1954, 630, 1003, 3661, 2543]"
"[1954, 630, 604, 3661, 2543, 1480]"
"[630, 604, 1003, 2543, 1480, 537]"
"[604, 1003, 3661, 1480, 537, 3846]"
"[1003, 3661, 2543, 537, 3846, 2792]"
"[3661, 2543, 1480, 3846, 2792, 2662]"
"[2543, 1480, 537, 2792, 2662, 3291]"
"[1480, 537, 3846, 2662, 3291, 3432]"
"[537, 3846, 2792, 3291, 3432, 488]"
"[3846, 2792, 2662, 3432, 488, 2082]"
"[2792, 2662, 3291, 488, 2082, 1269]"
"[2662, 3291, 3432, 2082, 1269, 2040]"
"[3291, 3432, 488, 1269, 2040, 2860]"
"[3432, 488, 2082, 2040, 2860, 2398]"
"[488, 2082, 1269, 2860, 2398, 3391]"
"[2082, 1269, 2040, 2398, 3391, 3688]"
"[1269, 2040, 2860, 3391, 3688, 956]"
"[2040, 2860, 2398, 3688, 956, 1910]"
"[2860, 2398, 3391, 956, 1910, 37]"
"[2398, 3391, 3688, 1910, 37, 2369]"
"[3391, 3688, 956, 37, 2369, 1258]"
"[3688, 956, 1910, 2369, 1258, 3368]"
"[956, 1910, 37, 1258, 3368, 1561]"
"[1910, 37, 2369, 3368, 1561, 3103]"
"[37, 2369, 1258, 1561, 3103, 50]"
"[2369, 1258, 3368, 3103, 50, 1730]"
"[1258, 3368, 1561, 50, 1730, 2657]"
"[3368, 1561, 3103, 1730, 2657, 3809]"
"[1561, 3103, 50, 2657, 3809, 1163]"
"[3103, 50, 1730, 3809, 1163, 1163]"
"[50, 1730, 2657, 1163, 1163, 2657]"
"[1730, 2657, 3809, 1163, 2657, 2662]"
"[2657, 3809, 1163, 2657, 2662, 2366]"
"[3809, 1163, 1163, 2662, 2366, 3297]"
"[1163, 1163, 2657, 2366, 3297, 1408]"
"[1163, 2657, 2662, 3297, 1408, 3103]"
"[2657, 2662, 2366, 1408, 3103, 3901]"
"[2662, 2366, 3297, 3103, 3901, 1730]"
"[2366, 3297, 1408, 3901, 1730, 2658]"
"[3297, 1408, 3103, 1730, 2658, 3137]"
"[1408, 3103, 3901, 2658, 3137, 3430]"
"[3103, 3901, 1730, 3137, 3430, 2282]"
"[3901, 1730, 2658, 3430, 2282, 727]"
"[1730, 2658, 3137, 2282, 727, 2740]"
"[2658, 3137, 3430, 727, 2740, 1536]"
"[3137, 3430, 2282, 2740, 1536, 3166]"
"[3430, 2282, 727, 1536, 3166, 2399]"
"[2282, 727, 2740, 3166, 2399, 2946]"
"[727, 2740, 1536, 2399, 2946, 2662]"
"[2740, 1536, 3166, 2946, 2662, 2657]"
"[1536, 3166, 2399, 2662, 2657, 2350]"
"[3166, 2399, 2946, 2657, 2350, 3133]"
"[2399, 2946, 2662, 2350, 3133, 3405]"
"[2946, 2662, 2657, 3133, 3405, 1939]"
"[2662, 2657, 2350, 3405, 1939, 3432]"
"[2657, 2350, 3133, 1939, 3432, 488]"
"[2350, 3133, 3405, 3432, 488, 2081]"
"[3133, 3405, 1939, 488, 2081, 3468]"
"[3405, 1939, 3432, 2081, 3468, 1634]"
"[1939, 3432, 488, 3468, 1634, 3522]"
"[3432, 488, 2081, 1634, 3522, 3368]"
"[488, 2081, 3468, 3522, 3368, 1689]"
"[2081, 3468, 1634, 3368, 1689, 1665]"
"[3468, 1634, 3522, 1689, 1665, 2276]"
"[1634, 3522, 3368, 1665, 2276, 3284]"
"[3522, 3368, 1689, 2276, 3284, 2119]"
"[3368, 1689, 1665, 3284, 2119, 3166]"
"[1689, 1665, 2276, 2119, 3166, 2282]"
"[1665, 2276, 3284, 3166, 2282, 2640]"
"[2276, 3284, 2119, 2282, 2640, 3522]"
"[3284, 2119, 3166, 2640, 3522, 2077]"
"[2119, 3166, 2282, 3522, 2077, 2739]"
"[3166, 2282, 2640, 2077, 2739, 1186]"
"[2282, 2640, 3522, 2739, 1186, 2755]"
"[2640, 3522, 2077, 1186, 2755, 622]"
"[3522, 2077, 2739, 2755, 622, 40]"
"[2077, 2739, 1186, 622, 40, 1536]"
"[2739, 1186, 2755, 40, 1536, 3166]"
"[1186, 2755, 622, 1536, 3166, 2662]"
"[2755, 622, 40, 3166, 2662, 2657]"
"[622, 40, 1536, 2662, 2657, 1167]"
"[40, 1536, 3166, 2657, 1167, 1536]"
"[1536, 3166, 2662, 1167, 1536, 3166]"
"[3166, 2662, 2657, 1536, 3166, 895]"
"[2662, 2657, 1167, 3166, 895, 2449]"
"[2657, 1167, 1536, 895, 2449, 3685]"
"[1167, 1536, 3166, 2449, 3685, 3494]"
"[1536, 3166, 895, 3685, 3494, 2264]"
"[3166, 895, 2449, 3494, 2264, 3432]"
"[895, 2449, 3685, 2264, 3432, 488]"
"[2449, 3685, 3494, 3432, 488, 2081]"
"[3685, 3494, 2264, 488, 2081, 1163]"
"[3494, 2264, 3432, 2081, 1163, 1163]"
"[2264, 3432, 488, 1163, 1163, 2525]"
"[3432, 488, 2081, 1163, 2525, 3432]"
"[488, 2081, 1163, 2525, 3432, 488]"
"[2081, 1163, 1163, 3432, 488, 2081]"
"[1163, 1163, 2525, 488, 2081, 730]"
"[1163, 2525, 3432, 2081, 730, 1280]"
"[2525, 3432, 488, 730, 1280, 1163]"
"[3432, 488, 2081, 1280, 1163, 1163]"
"[488, 2081, 730, 1163, 1163, 3103]"
"[2081, 730, 1280, 1163, 3103, 1154]"
"[730, 1280, 1163, 3103, 1154, 1191]"
"[1280, 1163, 1163, 1154, 1191, 1994]"
"[1163, 1163, 3103, 1191, 1994, 2671]"
"[1163, 3103, 1154, 1994, 2671, 2789]"
"[3103, 1154, 1191, 2671, 2789, 2119]"
"[1154, 1191, 1994, 2789, 2119, 2672]"
"[1191, 1994, 2671, 2119, 2672, 1010]"
"[1994, 2671, 2789, 2672, 1010, 1372]"
"[2671, 2789, 2119, 1010, 1372, 899]"
"[2789, 2119, 2672, 1372, 899, 701]"
"[2119, 2672, 1010, 899, 701, 3100]"
"[2672, 1010, 1372, 701, 3100, 3132]"
"[1010, 1372, 899, 3100, 3132, 2079]"
"[1372, 899, 701, 3132, 2079, 2379]"
"[899, 701, 3100, 2079, 2379, 1191]"
"[701, 3100, 3132, 2379, 1191, 2657]"
"[3100, 3132, 2079, 1191, 2657, 1791]"
"[3132, 2079, 2379, 2657, 1791, 2662]"
"[2079, 2379, 1191, 1791, 2662, 2658]"
"[2379, 1191, 2657, 2662, 2658, 2430]"
"[1191, 2657, 1791, 2658, 2430, 3616]"
"[2657, 1791, 2662, 2430, 3616, 2789]"
"[1791, 2662, 2658, 3616, 2789, 2119]"
"[2662, 2658, 2430, 2789, 2119, 1372]"
"[2658, 2430, 3616, 2119, 1372, 2675]"
"[2430, 3616, 2789, 1372, 2675, 2086]"
"[3616, 2789, 2119, 2675, 2086, 2033]"
"[2789, 2119, 1372, 2086, 2033, 1010]"
"[2119, 1372, 2675, 2033, 1010, 499]"
"[1372, 2675, 2086, 1010, 499, 752]"
"[2675, 2086, 2033, 499, 752, 3430]"
"[2086, 2033, 1010, 752, 3430, 2095]"
"[2033, 1010, 499, 3430, 2095, 2995]"
"[1010, 499, 752, 2095, 2995, 1186]"
"[499, 752, 3430, 2995, 1186, 3075]"
"[752, 3430, 2095, 1186, 3075, 1163]"
"[3430, 2095, 2995, 3075, 1163, 702]"
"[2095, 2995, 1186, 1163, 702, 1106]"
"[2995, 1186, 3075, 702, 1106, 899]"
"[1186, 3075, 1163, 1106, 899, 3483]"
"[3075, 1163, 702, 899, 3483, 1636]"
"[1163, 702, 1106, 3483, 1636, 3788]"
"[702, 1106, 899, 1636, 3788, 3100]"
"[1106, 899, 3483, 3788, 3100, 125]"
"[899, 3483, 1636, 3100, 125, 798]"
"[3483, 1636, 3788, 125, 798, 3112]"
"[1636, 3788, 3100, 798, 3112, 1106]"
"[3788, 3100, 125, 3112, 1106, 1399]"
"[3100, 125, 798, 1106, 1399, 1536]"
"[125, 798, 3112, 1399, 1536, 3166]"
"[798, 3112, 1106, 1536, 3166, 45]"
"[3112, 1106, 1399, 3166, 45, 1191]"
"[1106, 1399, 1536, 45, 1191, 3756]"
"[1399, 1536, 3166, 1191, 3756, 488]"
"[1536, 3166, 45, 3756, 488, 388]"
"[3166, 45, 1191, 488, 388, 3103]"
"[45, 1191, 3756, 388, 3103, 1710]"
"[1191, 3756, 488, 3103, 1710, 2662]"
"[3756, 488, 388, 1710, 2662, 3500]"
"[488, 388, 3103, 2662, 3500, 148]"
"[388, 3103, 1710, 3500, 148, 1311]"
"[3103, 1710, 2662, 148, 1311, 2070]"
"[1710, 2662, 3500, 1311, 2070, 310]"
"[2662, 3500, 148, 2070, 310, 3432]"
"[3500, 148, 1311, 310, 3432, 901]"
"[148, 1311, 2070, 3432, 901, 2382]"
"[1311, 2070, 310, 901, 2382, 2033]"
"[2070, 310, 3432, 2382, 2033, 2197]"
"[310, 3432, 901, 2033, 2197, 773]"
"[3432, 901, 2382, 2197, 773, 3368]"
"[901, 2382, 2033, 773, 3368, 3432]"
"[2382, 2033, 2197, 3368, 3432, 488]"
"[2033, 2197, 773, 3432, 488, 2555]"
"[2197, 773, 3368, 488, 2555, 1268]"
"[773, 3368, 3432, 2555, 1268, 1216]"
"[3368, 3432, 488, 1268, 1216, 2662]"
"[3432, 488, 2555, 1216, 2662, 1408]"
"[488, 2555, 1268, 2662, 1408, 3475]"
"[2555, 1268, 1216, 1408, 3475, 43]"
"[1268, 1216, 2662, 3475, 43, 2270]"
"[1216, 2662, 1408, 43, 2270, 2969]"
"[2662, 1408, 3475, 2270, 2969, 3100]"
"[1408, 3475, 43, 2969, 3100, 1127]"
"[3475, 43, 2270, 3100, 1127, 3368]"
"[43, 2270, 2969, 1127, 3368, 2389]"
"[2270, 2969, 3100, 3368, 2389, 50]"
"[2969, 3100, 1127, 2389, 50, 3429]"
"[3100, 1127, 3368, 50, 3429, 831]"
"[1127, 3368, 2389, 3429, 831, 1186]"
"[3368, 2389, 50, 831, 1186, 609]"
"[2389, 50, 3429, 1186, 609, 115]"
"[50, 3429, 831, 609, 115, 2368]"
"[3429, 831, 1186, 115, 2368, 1001]"
"[831, 1186, 609, 2368, 1001, 3103]"
"[1186, 609, 115, 1001, 3103, 2643]"
"[609, 115, 2368, 3103, 2643, 958]"
"[115, 2368, 1001, 2643, 958, 3661]"
"[2368, 1001, 3103, 958, 3661, 1364]"
"[1001, 3103, 2643, 3661, 1364, 812]"
"[3103, 2643, 958, 1364, 812, 407]"
"[2643, 958, 3661, 812, 407, 3687]"
"[958, 3661, 1364, 407, 3687, 2390]"
"[3661, 1364, 812, 3687, 2390, 1987]"
"[1364, 812, 407, 2390, 1987, 206]"
"[812, 407, 3687, 1987, 206, 1100]"
"[407, 3687, 2390, 206, 1100, 3368]"
"[3687, 2390, 1987, 1100, 3368, 3809]"
"[2390, 1987, 206, 3368, 3809, 2369]"
"[1987, 206, 1100, 3809, 2369, 2525]"
"[206, 1100, 3368, 2369, 2525, 2662]"
"[1100, 3368, 3809, 2525, 2662, 2369]"
"[3368, 3809, 2369, 2662, 2369, 2316]"
"[3809, 2369, 2525, 2369, 2316, 2662]"
"[2369, 2525, 2662, 2316, 2662, 2350]"
"[2525, 2662, 2369, 2662, 2350, 2503]"
"[2662, 2369, 2316, 2350, 2503, 2369]"
"[2369, 2316, 2662, 2503, 2369, 1977]"
"[2316, 2662, 2350, 2369, 1977, 854]"
"[2662, 2350, 2503, 1977, 854, 854]"
"[2350, 2503, 2369, 854, 854, 1138]"
"[2503, 2369, 1977, 854, 1138, 2322]"
"[2369, 1977, 854, 1138, 2322, 360]"
"[1977, 854, 854, 2322, 360, 42]"
"[854, 854, 1138, 360, 42, 1536]"
"[854, 1138, 2322, 42, 1536, 3166]"
"[1138, 2322, 360, 1536, 3166, 2643]"
"[2322, 360, 42, 3166, 2643, 1407]"
"[360, 42, 1536, 2643, 1407, 1992]"
"[42, 1536, 3166, 1407, 1992, 1268]"
"[1536, 3166, 2643, 1992, 1268, 1675]"
"[3166, 2643, 1407, 1268, 1675, 3284]"
"[2643, 1407, 1992, 1675, 3284, 2948]"
"[1407, 1992, 1268, 3284, 2948, 3609]"
"[1992, 1268, 1675, 2948, 3609, 2740]"
"[1268, 1675, 3284, 3609, 2740, 50]"
"[1675, 3284, 2948, 2740, 50, 3429]"
"[3284, 2948, 3609, 50, 3429, 2511]"
"[2948, 3609, 2740, 3429, 2511, 2081]"
"[3609, 2740, 50, 2511, 2081, 3475]"
"[2740, 50, 3429, 2081, 3475, 2284]"
"[50, 3429, 2511, 3475, 2284, 2662]"
"[3429, 2511, 2081, 2284, 2662, 1853]"
"[2511, 2081, 3475, 2662, 1853, 3371]"
"[2081, 3475, 2284, 1853, 3371, 2469]"
"[3475, 2284, 2662, 3371, 2469, 3429]"
"[2284, 2662, 1853, 2469, 3429, 3138]"
"[2662, 1853, 3371, 3429, 3138, 725]"
"[1853, 3371, 2469, 3138, 725, 2081]"
"[3371, 2469, 3429, 725, 2081, 756]"
"[2469, 3429, 3138, 2081, 756, 2978]"
"[3429, 3138, 725, 756, 2978, 2369]"
"[3138, 725, 2081, 2978, 2369, 122]"
"[725, 2081, 756, 2369, 122, 2379]"
"[2081, 756, 2978, 122, 2379, 413]"
"[756, 2978, 2369, 2379, 413, 2657]"
"[2978, 2369, 122, 413, 2657, 1186]"
"[2369, 122, 2379, 2657, 1186, 600]"
"[122, 2379, 413, 1186, 600, 1515]"
"[2379, 413, 2657, 600, 1515, 3020]"
"[413, 2657, 1186, 1515, 3020, 1872]"
"[2657, 1186, 600, 3020, 1872, 3020]"
"[1186, 600, 1515, 1872, 3020, 2639]"
"[600, 1515, 3020, 3020, 2639, 3020]"
"[1515, 3020, 1872, 2639, 3020, 3559]"
"[3020, 1872, 3020, 3020, 3559, 3432]"
"[1872, 3020, 2639, 3559, 3432, 488]"
"[3020, 2639, 3020, 3432, 488, 2081]"
"[2639, 3020, 3559, 488, 2081, 3368]"
"[3020, 3559, 3432, 2081, 3368, 1452]"
"[3559, 3432, 488, 3368, 1452, 3432]"
"[3432, 488, 2081, 1452, 3432, 488]"
"[488, 2081, 3368, 3432, 488, 2081]"
"[2081, 3368, 1452, 488, 2081, 3100]"
"[3368, 1452, 3432, 2081, 3100, 1572]"
"[1452, 3432, 488, 3100, 1572, 1482]"
"[3432, 488, 2081, 1572, 1482, 3368]"
"[488, 2081, 3100, 1482, 3368, 2042]"
"[2081, 3100, 1572, 3368, 2042, 346]"
"[3100, 1572, 1482, 2042, 346, 1730]"
"[1572, 1482, 3368, 346, 1730, 3610]"
"[1482, 3368, 2042, 1730, 3610, 348]"
"[3368, 2042, 346, 3610, 348, 2539]"
"[2042, 346, 1730, 348, 2539, 2388]"
"[346, 1730, 3610, 2539, 2388, 2243]"
"[1730, 3610, 348, 2388, 2243, 2476]"
"[3610, 348, 2539, 2243, 2476, 3432]"
"[348, 2539, 2388, 2476, 3432, 488]"
"[2539, 2388, 2243, 3432, 488, 1582]"
"[2388, 2243, 2476, 488, 1582, 3460]"
"[2243, 2476, 3432, 1582, 3460, 3100]"
"[2476, 3432, 488, 3460, 3100, 2036]"
"[3432, 488, 1582, 3100, 2036, 3520]"
"[488, 1582, 3460, 2036, 3520, 2555]"
"[1582, 3460, 3100, 3520, 2555, 1424]"
"[3460, 3100, 2036, 2555, 1424, 400]"
"[3100, 2036, 3520, 1424, 400, 2963]"
"[2036, 3520, 2555, 400, 2963, 3432]"
"[3520, 2555, 1424, 2963, 3432, 2289]"
"[2555, 1424, 400, 3432, 2289, 3368]"
"[1424, 400, 2963, 2289, 3368, 2475]"
"[400, 2963, 3432, 3368, 2475, 138]"
"[2963, 3432, 2289, 2475, 138, 1792]"
"[3432, 2289, 3368, 138, 1792, 3514]"
"[2289, 3368, 2475, 1792, 3514, 3432]"
"[3368, 2475, 138, 3514, 3432, 488]"
"[2475, 138, 1792, 3432, 488, 2378]"
"[138, 1792, 3514, 488, 2378, 3028]"
"[1792, 3514, 3432, 2378, 3028, 2081]"
"[3514, 3432, 488, 3028, 2081, 716]"
"[3432, 488, 2378, 2081, 716, 2555]"
"[488, 2378, 3028, 716, 2555, 3100]"
"[2378, 3028, 2081, 2555, 3100, 2949]"
"[3028, 2081, 716, 3100, 2949, 1443]"
"[2081, 716, 2555, 2949, 1443, 3542]"
"[716, 2555, 3100, 1443, 3542, 198]"
"[2555, 3100, 2949, 3542, 198, 134]"
"[3100, 2949, 1443, 198, 134, 600]"
"[2949, 1443, 3542, 134, 600, 2036]"
"[1443, 3542, 198, 600, 2036, 3520]"
"[3542, 198, 134, 2036, 3520, 1531]"
"[198, 134, 600, 3520, 1531, 2105]"
"[134, 600, 2036, 1531, 2105, 2591]"
"[600, 2036, 3520, 2105, 2591, 801]"
"[2036, 3520, 1531, 2591, 801, 609]"
"[3520, 1531, 2105, 801, 609, 99]"
"[1531, 2105, 2591, 609, 99, 3426]"
"[2105, 2591, 801, 99, 3426, 3432]"
"[2591, 801, 609, 3426, 3432, 488]"
"[801, 609, 99, 3432, 488, 922]"
"[609, 99, 3426, 488, 922, 2081]"
"[99, 3426, 3432, 922, 2081, 1424]"
"[3426, 3432, 488, 2081, 1424, 1487]"
"[3432, 488, 922, 1424, 1487, 2276]"
"[488, 922, 2081, 1487, 2276, 62]"
"[922, 2081, 1424, 2276, 62, 2105]"
"[2081, 1424, 1487, 62, 2105, 496]"
"[1424, 1487, 2276, 2105, 496, 3640]"
"[1487, 2276, 62, 496, 3640, 603]"
"[2276, 62, 2105, 3640, 603, 3368]"
"[62, 2105, 496, 603, 3368, 917]"
"[2105, 496, 3640, 3368, 917, 3100]"
"[496, 3640, 603, 917, 3100, 2369]"
"[3640, 603, 3368, 3100, 2369, 1407]"
"[603, 3368, 917, 2369, 1407, 2662]"
"[3368, 917, 3100, 1407, 2662, 536]"
"[917, 3100, 2369, 2662, 536, 2562]"
"[3100, 2369, 1407, 536, 2562, 812]"
"[2369, 1407, 2662, 2562, 812, 3897]"
"[1407, 2662, 536, 812, 3897, 1000]"
"[2662, 536, 2562, 3897, 1000, 3042]"
"[536, 2562, 812, 1000, 3042, 3864]"
"[2562, 812, 3897, 3042, 3864, 2397]"
"[812, 3897, 1000, 3864, 2397, 2662]"
"[3897, 1000, 3042, 2397, 2662, 2369]"
"[1000, 3042, 3864, 2662, 2369, 1258]"
"[3042, 3864, 2397, 2369, 1258, 1185]"
"[3864, 2397, 2662, 1258, 1185, 1106]"
"[2397, 2662, 2369, 1185, 1106, 1399]"
"[2662, 2369, 1258, 1106, 1399, 2119]"
"[2369, 1258, 1185, 1399, 2119, 2274]"
"[1258, 1185, 1106, 2119, 2274, 3574]"
"[1185, 1106, 1399, 2274, 3574, 3100]"
"[1106, 1399, 2119, 3574, 3100, 3368]"
"[1399, 2119, 2274, 3100, 3368, 1762]"
"[2119, 2274, 3574, 3368, 1762, 2591]"
"[2274, 3574, 3100, 1762, 2591, 600]"
"[3574, 3100, 3368, 2591, 600, 2151]"
"[3100, 3368, 1762, 600, 2151, 493]"
"[3368, 1762, 2591, 2151, 493, 3577]"
"[1762, 2591, 600, 493, 3577, 2326]"
"[2591, 600, 2151, 3577, 2326, 1163]"
"[600, 2151, 493, 2326, 1163, 1531]"
"[2151, 493, 3577, 1163, 1531, 2662]"
"[493, 3577, 2326, 1531, 2662, 2610]"
"[3577, 2326, 1163, 2662, 2610, 43]"
"[2326, 1163, 1531, 2610, 43, 2326]"
"[1163, 1531, 2662, 43, 2326, 1163]"
"[1531, 2662, 2610, 2326, 1163, 1531]"
"[2662, 2610, 43, 1163, 1531, 2662]"
"[2610, 43, 2326, 1531, 2662, 467]"
"[43, 2326, 1163, 2662, 467, 2610]"
"[2326, 1163, 1531, 467, 2610, 1101]"
"[1163, 1531, 2662, 2610, 1101, 43]"
"[1531, 2662, 467, 1101, 43, 2657]"
"[2662, 467, 2610, 43, 2657, 1910]"
"[467, 2610, 1101, 2657, 1910, 2326]"
"[2610, 1101, 43, 1910, 2326, 1708]"
"[1101, 43, 2657, 2326, 1708, 3126]"
"[43, 2657, 1910, 1708, 3126, 342]"
"[2657, 1910, 2326, 3126, 342, 2596]"
"[1910, 2326, 1708, 342, 2596, 2640]"
"[2326, 1708, 3126, 2596, 2640, 1536]"
"[1708, 3126, 342, 2640, 1536, 3166]"
"[3126, 342, 2596, 1536, 3166, 1186]"
"[342, 2596, 2640, 3166, 1186, 1616]"
"[2596, 2640, 1536, 1186, 1616, 2755]"
"[2640, 1536, 3166, 1616, 2755, 2119]"
"[1536, 3166, 1186, 2755, 2119, 3429]"
"[3166, 1186, 1616, 2119, 3429, 2511]"
"[1186, 1616, 2755, 3429, 2511, 2086]"
"[1616, 2755, 2119, 2511, 2086, 2212]"
"[2755, 2119, 3429, 2086, 2212, 3029]"
"[2119, 3429, 2511, 2212, 3029, 249]"
"[3429, 2511, 2086, 3029, 249, 2740]"
"[2511, 2086, 2212, 249, 2740, 3733]"
"[2086, 2212, 3029, 2740, 3733, 600]"
"[2212, 3029, 249, 3733, 600, 1225]"
"[3029, 249, 2740, 600, 1225, 3329]"
"[249, 2740, 3733, 1225, 3329, 622]"
"[2740, 3733, 600, 3329, 622, 2740]"
"[3733, 600, 1225, 622, 2740, 2605]"
"[600, 1225, 3329, 2740, 2605, 2662]"
"[1225, 3329, 622, 2605, 2662, 1163]"
"[3329, 622, 2740, 2662, 1163, 1530]"
"[622, 2740, 2605, 1163, 1530, 732]"
"[2740, 2605, 2662, 1530, 732, 371]"
"[2605, 2662, 1163, 732, 371, 2004]"
"[2662, 1163, 1530, 371, 2004, 836]"
"[1163, 1530, 732, 2004, 836, 773]"
"[1530, 732, 371, 836, 773, 3865]"
"[732, 371, 2004, 773, 3865, 634]"
"[371, 2004, 836, 3865, 634, 2755]"
"[2004, 836, 773, 634, 2755, 3536]"
"[836, 773, 3865, 2755, 3536, 1722]"
"[773, 3865, 634, 3536, 1722, 600]"
"[3865, 634, 2755, 1722, 600, 2682]"
"[634, 2755, 3536, 600, 2682, 3257]"
"[2755, 3536, 1722, 2682, 3257, 2740]"
"[3536, 1722, 600, 3257, 2740, 869]"
"[1722, 600, 2682, 2740, 869, 3432]"
"[600, 2682, 3257, 869, 3432, 488]"
"[2682, 3257, 2740, 3432, 488, 2081]"
"[3257, 2740, 869, 488, 2081, 630]"
"[2740, 869, 3432, 2081, 630, 2378]"
"[869, 3432, 488, 630, 2378, 730]"
"[3432, 488, 2081, 2378, 730, 2326]"
"[488, 2081, 630, 730, 2326, 1163]"
"[2081, 630, 2378, 2326, 1163, 1531]"
"[630, 2378, 730, 1163, 1531, 3100]"
"[2378, 730, 2326, 1531, 3100, 630]"
"[730, 2326, 1163, 3100, 630, 2248]"
"[2326, 1163, 1531, 630, 2248, 1410]"
"[1163, 1531, 3100, 2248, 1410, 2424]"
"[1531, 3100, 630, 1410, 2424, 2378]"
"[3100, 630, 2248, 2424, 2378, 3756]"
"[630, 2248, 1410, 2378, 3756, 802]"
"[2248, 1410, 2424, 3756, 802, 2326]"
"[1410, 2424, 2378, 802, 2326, 1153]"
"[2424, 2378, 3756, 2326, 1153, 1186]"
"[2378, 3756, 802, 1153, 1186, 3112]"
"[3756, 802, 2326, 1186, 3112, 1106]"
"[802, 2326, 1153, 3112, 1106, 1399]"
"[2326, 1153, 1186, 1106, 1399, 1536]"
"[1153, 1186, 3112, 1399, 1536, 3430]"
"[1186, 3112, 1106, 1536, 3430, 832]"
"[3112, 1106, 1399, 3430, 832, 1181]"
"[1106, 1399, 1536, 832, 1181, 831]"
"[1399, 1536, 3430, 1181, 831, 3075]"
"[1536, 3430, 832, 831, 3075, 344]"
"[3430, 832, 1181, 3075, 344, 899]"
"[832, 1181, 831, 344, 899, 3165]"
"[1181, 831, 3075, 899, 3165, 1986]"
"[831, 3075, 344, 3165, 1986, 2848]"
"[3075, 344, 899, 1986, 2848, 2369]"
"[344, 899, 3165, 2848, 2369, 773]"
"[899, 3165, 1986, 2369, 773, 1106]"
"[3165, 1986, 2848, 773, 1106, 3432]"
"[1986, 2848, 2369, 1106, 3432, 488]"
"[2848, 2369, 773, 3432, 488, 922]"
"[2369, 773, 1106, 488, 922, 1722]"
"[773, 1106, 3432, 922, 1722, 116]"
"[1106, 3432, 488, 1722, 116, 1394]"
"[3432, 488, 922, 116, 1394, 3432]"
"[488, 922, 1722, 1394, 3432, 488]"
"[922, 1722, 116, 3432, 488, 2973]"
"[1722, 116, 1394, 488, 2973, 2105]"
"[116, 1394, 3432, 2973, 2105, 496]"
"[1394, 3432, 488, 2105, 496, 1052]"
"[3432, 488, 2973, 496, 1052, 1764]"
"[488, 2973, 2105, 1052, 1764, 2675]"
"[2973, 2105, 496, 1764, 2675, 2658]"
"[2105, 496, 1052, 2675, 2658, 3551]"
"[496, 1052, 1764, 2658, 3551, 3432]"
"[1052, 1764, 2675, 3551, 3432, 488]"
"[1764, 2675, 2658, 3432, 488, 1163]"
"[2675, 2658, 3551, 488, 1163, 1530]"
"[2658, 3551, 3432, 1163, 1530, 3100]"
"[3551, 3432, 488, 1530, 3100, 1505]"
"[3432, 488, 1163, 3100, 1505, 3450]"
"[488, 1163, 1530, 1505, 3450, 609]"
"[1163, 1530, 3100, 3450, 609, 99]"
"[1530, 3100, 1505, 609, 99, 2197]"
