context_indices
"[1844, 1615]"
"[2595, 1854, 2142, 3045]"
"[1854, 425, 3045, 2580]"
"[425, 2142, 2580, 552]"
"[2142, 3045, 552, 1548]"
"[3045, 2580, 1548, 2559]"
"[2580, 552, 2559, 2951]"
"[552, 1548, 2951, 1575]"
"[1548, 2559, 1575, 640]"
"[2559, 2951, 640, 1511]"
"[2951, 1575, 1511, 1579]"
"[1575, 640, 1579, 1879]"
"[640, 1511, 1879, 3229]"
"[1511, 1579, 3229, 16]"
"[1579, 1879, 16, 2046]"
"[1879, 3229, 2046, 3045]"
"[3229, 16, 3045, 2369]"
"[16, 2046, 2369, 1642]"
"[2046, 3045, 1642, 1576]"
"[3045, 2369, 1576, 2899]"
"[2369, 1642, 2899, 2376]"
"[1642, 1576, 2376, 2142]"
"[1576, 2899, 2142, 932]"
"[2899, 2376, 932, 1386]"
"[2376, 2142, 1386, 539]"
"[2142, 932, 539, 90]"
"[932, 1386, 90, 755]"
"[1386, 539, 755, 148]"
"[539, 90, 148, 1407]"
"[90, 755, 1407, 755]"
"[755, 148, 755, 2369]"
"[148, 1407, 2369, 2094]"
"[1407, 755, 2094, 3337]"
"[755, 2369, 3337, 1579]"
"[2369, 2094, 1579, 2930]"
"[2094, 3337, 2930, 2220]"
"[3337, 1579, 2220, 3045]"
"[1579, 2930, 3045, 2242]"
"[2930, 2220, 2242, 1879]"
"[2220, 3045, 1879, 942]"
"[3045, 2242, 942, 1391]"
"[2242, 1879, 1391, 309]"
"[1879, 942, 309, 770]"
"[942, 1391, 770, 1856]"
"[1391, 309, 1856, 42]"
"[309, 770, 42, 1060]"
"[770, 1856, 1060, 972]"
"[1856, 42, 972, 3200]"
"[42, 1060, 3200, 2965]"
"[1060, 972, 2965, 3311]"
"[972, 3200, 3311, 1741]"
"[3200, 2965, 1741, 1548]"
"[2965, 3311, 1548, 3229]"
"[3311, 1741, 3229, 3178]"
"[1741, 1548, 3178, 307]"
"[1548, 3229, 307, 2319]"
"[3229, 3178, 2319, 1057]"
"[3178, 307, 1057, 2142]"
"[307, 2319, 2142, 2583]"
"[2319, 1057, 2583, 1267]"
"[1057, 2142, 1267, 2369]"
"[2142, 2583, 2369, 1123]"
"[2583, 1267, 1123, 1306]"
"[1267, 2369, 1306, 2702]"
"[2369, 1123, 2702, 2369]"
"[1123, 1306, 2369, 297]"
"[1306, 2702, 297, 2435]"
"[2702, 2369, 2435, 1312]"
"[2369, 297, 1312, 1113]"
"[297, 2435, 1113, 2988]"
"[2435, 1312, 2988, 2208]"
"[1312, 1113, 2208, 2287]"
"[1113, 2988, 2287, 2271]"
"[2988, 2208, 2271, 2702]"
"[2208, 2287, 2702, 2818]"
"[2287, 2271, 2818, 2142]"
"[2271, 2702, 2142, 860]"
"[2702, 2818, 860, 1386]"
"[2818, 2142, 1386, 3024]"
"[2142, 860, 3024, 3275]"
"[860, 1386, 3275, 3046]"
"[1386, 3024, 3046, 431]"
"[3024, 3275, 431, 1860]"
"[3275, 3046, 1860, 2749]"
"[3046, 431, 2749, 785]"
"[431, 1860, 785, 3046]"
"[1860, 2749, 3046, 431]"
"[2749, 785, 431, 1860]"
"[785, 3046, 1860, 3046]"
"[3046, 431, 3046, 431]"
"[431, 1860, 431, 1860]"
"[1860, 3046, 1860, 2749]"
"[3046, 431, 2749, 2135]"
"[431, 1860, 2135, 2232]"
"[1860, 2749, 2232, 46]"
"[2749, 2135, 46, 1561]"
"[2135, 2232, 1561, 2640]"
"[2232, 46, 2640, 1657]"
"[46, 1561, 1657, 2002]"
"[1561, 2640, 2002, 2376]"
"[2640, 1657, 2376, 2807]"
"[1657, 2002, 2807, 3045]"
"[2002, 2376, 3045, 739]"
"[2376, 2807, 739, 1026]"
"[2807, 3045, 1026, 1061]"
"[3045, 739, 1061, 2365]"
"[739, 1026, 2365, 2377]"
"[1026, 1061, 2377, 2476]"
"[1061, 2365, 2476, 1890]"
"[2365, 2377, 1890, 1224]"
"[2377, 2476, 1224, 796]"
"[2476, 1890, 796, 2376]"
"[1890, 1224, 2376, 2079]"
"[1224, 796, 2079, 3046]"
"[796, 2376, 3046, 431]"
"[2376, 2079, 431, 1860]"
"[2079, 3046, 1860, 981]"
"[3046, 431, 981, 2928]"
"[431, 1860, 2928, 2992]"
"[1860, 981, 2992, 1148]"
"[981, 2928, 1148, 2001]"
"[2928, 2992, 2001, 1363]"
"[2992, 1148, 1363, 2807]"
"[1148, 2001, 2807, 3046]"
"[2001, 1363, 3046, 431]"
"[1363, 2807, 431, 1960]"
"[2807, 3046, 1960, 3401]"
"[3046, 431, 3401, 2530]"
"[431, 1960, 2530, 3159]"
"[1960, 3401, 3159, 1879]"
"[3401, 2530, 1879, 684]"
"[2530, 3159, 684, 2531]"
"[3159, 1879, 2531, 2126]"
"[1879, 684, 2126, 2116]"
"[684, 2531, 2116, 2136]"
"[2531, 2126, 2136, 1836]"
"[2126, 2116, 1836, 684]"
"[2116, 2136, 684, 42]"
"[2136, 1836, 42, 3046]"
"[1836, 684, 3046, 431]"
"[684, 42, 431, 3436]"
"[42, 3046, 3436, 2721]"
"[3046, 431, 2721, 2447]"
"[431, 3436, 2447, 739]"
"[3436, 2721, 739, 2730]"
"[2721, 2447, 2730, 2447]"
"[2447, 739, 2447, 1511]"
"[739, 2730, 1511, 1054]"
"[2730, 2447, 1054, 1105]"
"[2447, 1511, 1105, 555]"
"[1511, 1054, 555, 3046]"
"[1054, 1105, 3046, 431]"
"[1105, 555, 431, 606]"
"[555, 3046, 606, 1918]"
"[3046, 431, 1918, 2951]"
"[431, 606, 2951, 2619]"
"[606, 1918, 2619, 792]"
"[1918, 2951, 792, 1437]"
"[2951, 2619, 1437, 2447]"
"[2619, 792, 2447, 2376]"
"[792, 1437, 2376, 1035]"
"[1437, 2447, 1035, 621]"
"[2447, 2376, 621, 1242]"
"[2376, 1035, 1242, 53]"
"[1035, 621, 53, 708]"
"[621, 1242, 708, 3046]"
"[1242, 53, 3046, 431]"
"[53, 708, 431, 3069]"
"[708, 3046, 3069, 52]"
"[3046, 431, 52, 435]"
"[431, 3069, 435, 1879]"
"[3069, 52, 1879, 798]"
"[52, 435, 798, 3045]"
"[435, 1879, 3045, 257]"
"[1879, 798, 257, 1816]"
"[798, 3045, 1816, 433]"
"[3045, 257, 433, 501]"
"[257, 1816, 501, 1599]"
"[1816, 433, 1599, 1282]"
"[433, 501, 1282, 663]"
"[501, 1599, 663, 144]"
"[1599, 1282, 144, 2949]"
"[1282, 663, 2949, 3046]"
"[663, 144, 3046, 431]"
"[144, 2949, 431, 1598]"
"[2949, 3046, 1598, 2365]"
"[3046, 431, 2365, 3080]"
"[431, 1598, 3080, 2760]"
"[1598, 2365, 2760, 2116]"
"[2365, 3080, 2116, 2690]"
"[3080, 2760, 2690, 1975]"
"[2760, 2116, 1975, 1481]"
"[2116, 2690, 1481, 2314]"
"[2690, 1975, 2314, 880]"
"[1975, 1481, 880, 1499]"
"[1481, 2314, 1499, 2990]"
"[2314, 880, 2990, 1957]"
"[880, 1499, 1957, 2690]"
"[1499, 2990, 2690, 1054]"
"[2990, 1957, 1054, 2573]"
"[1957, 2690, 2573, 3046]"
"[2690, 1054, 3046, 431]"
"[1054, 2573, 431, 3061]"
"[2573, 3046, 3061, 358]"
"[3046, 431, 358, 3046]"
"[431, 3061, 3046, 431]"
"[3061, 358, 431, 1918]"
"[358, 3046, 1918, 962]"
"[3046, 431, 962, 2079]"
"[431, 1918, 2079, 133]"
"[1918, 962, 133, 2114]"
"[962, 2079, 2114, 2650]"
"[2079, 133, 2650, 2641]"
"[133, 2114, 2641, 2893]"
"[2114, 2650, 2893, 1066]"
"[2650, 2641, 1066, 1189]"
"[2641, 2893, 1189, 739]"
"[2893, 1066, 739, 2730]"
"[1066, 1189, 2730, 117]"
"[1189, 739, 117, 3046]"
"[739, 2730, 3046, 431]"
"[2730, 117, 431, 2079]"
"[117, 3046, 2079, 739]"
"[3046, 431, 739, 2032]"
"[431, 2079, 2032, 1057]"
"[2079, 739, 1057, 3163]"
"[739, 2032, 3163, 796]"
"[2032, 1057, 796, 1437]"
"[1057, 3163, 1437, 2447]"
"[3163, 796, 2447, 2807]"
"[796, 1437, 2807, 1575]"
"[1437, 2447, 1575, 1778]"
"[2447, 2807, 1778, 2050]"
"[2807, 1575, 2050, 3118]"
"[1575, 1778, 3118, 2365]"
"[1778, 2050, 2365, 1475]"
"[2050, 3118, 1475, 1509]"
"[3118, 2365, 1509, 2315]"
"[2365, 1475, 2315, 3208]"
"[1475, 1509, 3208, 3046]"
"[1509, 2315, 3046, 431]"
"[2315, 3208, 431, 3373]"
"[3208, 3046, 3373, 652]"
"[3046, 431, 652, 1324]"
"[431, 3373, 1324, 1035]"
"[3373, 652, 1035, 1035]"
"[652, 1324, 1035, 3373]"
"[1324, 1035, 3373, 42]"
"[1035, 1035, 42, 3046]"
"[1035, 3373, 3046, 431]"
"[3373, 42, 431, 1024]"
"[42, 3046, 1024, 309]"
"[3046, 431, 309, 652]"
"[431, 1024, 652, 770]"
"[1024, 309, 770, 1856]"
"[309, 652, 1856, 3105]"
"[652, 770, 3105, 2079]"
"[770, 1856, 2079, 2749]"
"[1856, 3105, 2749, 110]"
"[3105, 2079, 110, 708]"
"[2079, 2749, 708, 539]"
"[2749, 110, 539, 90]"
"[110, 708, 90, 932]"
"[708, 539, 932, 3024]"
"[539, 90, 3024, 2142]"
"[90, 932, 2142, 1354]"
"[932, 3024, 1354, 1882]"
"[3024, 2142, 1882, 1057]"
"[2142, 1354, 1057, 2002]"
"[1354, 1882, 2002, 2198]"
"[1882, 1057, 2198, 43]"
"[1057, 2002, 43, 570]"
"[2002, 2198, 570, 2420]"
"[2198, 43, 2420, 307]"
"[43, 570, 307, 2311]"
"[570, 2420, 2311, 3339]"
"[2420, 307, 3339, 1035]"
"[307, 2311, 1035, 739]"
"[2311, 3339, 739, 133]"
"[3339, 1035, 133, 2808]"
"[1035, 739, 2808, 2032]"
"[739, 133, 2032, 365]"
"[133, 2808, 365, 555]"
"[2808, 2032, 555, 3046]"
"[2032, 365, 3046, 431]"
"[365, 555, 431, 3046]"
"[555, 3046, 3046, 431]"
"[3046, 431, 431, 1860]"
"[431, 3046, 1860, 549]"
"[3046, 431, 549, 3080]"
"[431, 1860, 3080, 1844]"
"[1860, 549, 1844, 2813]"
"[549, 3080, 2813, 1708]"
"[3080, 1844, 1708, 555]"
"[1844, 2813, 555, 3275]"
"[2813, 1708, 3275, 555]"
"[1708, 555, 555, 3378]"
"[555, 3275, 3378, 982]"
"[3275, 555, 982, 2651]"
"[555, 3378, 2651, 3046]"
"[3378, 982, 3046, 431]"
"[982, 2651, 431, 59]"
"[2651, 3046, 59, 2032]"
"[3046, 431, 2032, 365]"
"[431, 59, 365, 739]"
"[59, 2032, 739, 2716]"
"[2032, 365, 2716, 670]"
"[365, 739, 670, 555]"
"[739, 2716, 555, 3045]"
"[2716, 670, 3045, 2420]"
"[670, 555, 2420, 2476]"
"[555, 3045, 2476, 1890]"
"[3045, 2420, 1890, 555]"
"[2420, 2476, 555, 2807]"
"[2476, 1890, 2807, 1085]"
"[1890, 555, 1085, 2377]"
"[555, 2807, 2377, 2365]"
"[2807, 1085, 2365, 3007]"
"[1085, 2377, 3007, 2566]"
"[2377, 2365, 2566, 2573]"
"[2365, 3007, 2573, 3045]"
"[3007, 2566, 3045, 1317]"
"[2566, 2573, 1317, 1850]"
"[2573, 3045, 1850, 2376]"
"[3045, 1317, 2376, 2447]"
"[1317, 1850, 2447, 3282]"
"[1850, 2376, 3282, 3046]"
"[2376, 2447, 3046, 1870]"
"[2447, 3282, 1870, 2476]"
"[3282, 3046, 2476, 1890]"
"[3046, 1870, 1890, 3211]"
"[1870, 2476, 3211, 2376]"
"[2476, 1890, 2376, 1870]"
"[1890, 3211, 1870, 1420]"
"[3211, 2376, 1420, 3046]"
"[2376, 1870, 3046, 431]"
"[1870, 1420, 431, 3108]"
"[1420, 3046, 3108, 2375]"
"[3046, 431, 2375, 1437]"
"[431, 3108, 1437, 2447]"
"[3108, 2375, 2447, 1363]"
"[2375, 1437, 1363, 982]"
"[1437, 2447, 982, 3405]"
"[2447, 1363, 3405, 2311]"
"[1363, 982, 2311, 3398]"
"[982, 3405, 3398, 2980]"
"[3405, 2311, 2980, 1187]"
"[2311, 3398, 1187, 2284]"
"[3398, 2980, 2284, 721]"
"[2980, 1187, 721, 2702]"
"[1187, 2284, 2702, 282]"
"[2284, 721, 282, 3046]"
"[721, 2702, 3046, 798]"
"[2702, 282, 798, 127]"
"[282, 3046, 127, 1860]"
"[3046, 798, 1860, 3054]"
"[798, 127, 3054, 1363]"
"[127, 1860, 1363, 1054]"
"[1860, 3054, 1054, 2376]"
"[3054, 1363, 2376, 258]"
"[1363, 1054, 258, 2033]"
"[1054, 2376, 2033, 895]"
"[2376, 258, 895, 414]"
"[258, 2033, 414, 2101]"
"[2033, 895, 2101, 44]"
"[895, 414, 44, 1465]"
"[414, 2101, 1465, 895]"
"[2101, 44, 895, 414]"
"[44, 1465, 414, 652]"
"[1465, 895, 652, 2001]"
"[895, 414, 2001, 1363]"
"[414, 652, 1363, 3345]"
"[652, 2001, 3345, 826]"
"[2001, 1363, 826, 2908]"
"[1363, 3345, 2908, 610]"
"[3345, 826, 610, 2376]"
"[826, 2908, 2376, 2992]"
"[2908, 610, 2992, 796]"
"[610, 2376, 796, 3224]"
"[2376, 2992, 3224, 555]"
"[2992, 796, 555, 698]"
"[796, 3224, 698, 1818]"
"[3224, 555, 1818, 2002]"
"[555, 698, 2002, 2376]"
"[698, 1818, 2376, 2107]"
"[1818, 2002, 2107, 1813]"
"[2002, 2376, 1813, 160]"
"[2376, 2107, 160, 3418]"
"[2107, 1813, 3418, 3236]"
"[1813, 160, 3236, 2829]"
"[160, 3418, 2829, 2276]"
"[3418, 3236, 2276, 3199]"
"[3236, 2829, 3199, 1085]"
"[2829, 2276, 1085, 587]"
"[2276, 3199, 587, 555]"
"[3199, 1085, 555, 3046]"
"[1085, 587, 3046, 431]"
"[587, 555, 431, 2662]"
"[555, 3046, 2662, 2785]"
"[3046, 431, 2785, 1232]"
"[431, 2662, 1232, 2376]"
"[2662, 2785, 2376, 1035]"
"[2785, 1232, 1035, 739]"
"[1232, 2376, 739, 3418]"
"[2376, 1035, 3418, 2265]"
"[1035, 739, 2265, 2981]"
"[739, 3418, 2981, 2109]"
"[3418, 2265, 2109, 2283]"
"[2265, 2981, 2283, 2662]"
"[2981, 2109, 2662, 2101]"
"[2109, 2283, 2101, 1181]"
"[2283, 2662, 1181, 3046]"
"[2662, 2101, 3046, 431]"
"[2101, 1181, 431, 621]"
"[1181, 3046, 621, 739]"
"[3046, 431, 739, 1035]"
"[431, 621, 1035, 3331]"
"[621, 739, 3331, 2376]"
"[739, 1035, 2376, 3422]"
"[1035, 3331, 3422, 798]"
"[3331, 2376, 798, 1145]"
"[2376, 3422, 1145, 929]"
"[3422, 798, 929, 3046]"
"[798, 1145, 3046, 431]"
"[1145, 929, 431, 2242]"
"[929, 3046, 2242, 2990]"
"[3046, 431, 2990, 2666]"
"[431, 2242, 2666, 1860]"
"[2242, 2990, 1860, 133]"
"[2990, 2666, 133, 1717]"
"[2666, 1860, 1717, 2673]"
"[1860, 133, 2673, 1818]"
"[133, 1717, 1818, 1659]"
"[1717, 2673, 1659, 1400]"
"[2673, 1818, 1400, 2666]"
"[1818, 1659, 2666, 1127]"
"[1659, 1400, 1127, 2521]"
"[1400, 2666, 2521, 298]"
"[2666, 1127, 298, 1537]"
"[1127, 2521, 1537, 1506]"
"[2521, 298, 1506, 1850]"
"[298, 1537, 1850, 739]"
"[1537, 1506, 739, 2730]"
"[1506, 1850, 2730, 3061]"
"[1850, 739, 3061, 2319]"
"[739, 2730, 2319, 1561]"
"[2730, 3061, 1561, 3118]"
"[3061, 2319, 3118, 3080]"
"[2319, 1561, 3080, 3080]"
"[1561, 3118, 3080, 1020]"
"[3118, 3080, 1020, 529]"
"[3080, 3080, 529, 755]"
"[3080, 1020, 755, 1246]"
"[1020, 529, 1246, 555]"
"[529, 755, 555, 3046]"
"[755, 1246, 3046, 431]"
"[1246, 555, 431, 1085]"
"[555, 3046, 1085, 2280]"
"[3046, 431, 2280, 1131]"
"[431, 1085, 1131, 3193]"
"[1085, 2280, 3193, 46]"
"[2280, 1131, 46, 2487]"
"[1131, 3193, 2487, 3159]"
"[3193, 46, 3159, 1468]"
"[46, 2487, 1468, 2640]"
"[2487, 3159, 2640, 1544]"
"[3159, 1468, 1544, 1858]"
"[1468, 2640, 1858, 1129]"
"[2640, 1544, 1129, 3046]"
"[1544, 1858, 3046, 431]"
"[1858, 1129, 431, 2365]"
"[1129, 3046, 2365, 2280]"
"[3046, 431, 2280, 796]"
"[431, 2365, 796, 2877]"
"[2365, 2280, 2877, 1997]"
"[2280, 796, 1997, 667]"
"[796, 2877, 667, 718]"
"[2877, 1997, 718, 2889]"
"[1997, 667, 2889, 2116]"
"[667, 718, 2116, 1061]"
"[718, 2889, 1061, 431]"
"[2889, 2116, 431, 555]"
"[2116, 1061, 555, 2284]"
"[1061, 431, 2284, 885]"
"[431, 555, 885, 3378]"
"[555, 2284, 3378, 2702]"
"[2284, 885, 2702, 3046]"
"[885, 3378, 3046, 431]"
"[3378, 2702, 431, 1312]"
"[2702, 3046, 1312, 3173]"
"[3046, 431, 3173, 2761]"
"[431, 1312, 2761, 708]"
"[1312, 3173, 708, 3046]"
"[3173, 2761, 3046, 431]"
"[2761, 708, 431, 387]"
"[708, 3046, 387, 1919]"
"[3046, 431, 1919, 1879]"
"[431, 387, 1879, 798]"
"[387, 1919, 798, 2530]"
"[1919, 1879, 2530, 684]"
"[1879, 798, 684, 794]"
"[798, 2530, 794, 3339]"
"[2530, 684, 3339, 1035]"
"[684, 794, 1035, 621]"
"[794, 3339, 621, 2988]"
"[3339, 1035, 2988, 2853]"
"[1035, 621, 2853, 977]"
"[621, 2988, 977, 3046]"
"[2988, 2853, 3046, 431]"
"[2853, 977, 431, 1860]"
"[977, 3046, 1860, 2749]"
"[3046, 431, 2749, 977]"
"[431, 1860, 977, 3046]"
"[1860, 2749, 3046, 431]"
"[2749, 977, 431, 1860]"
"[977, 3046, 1860, 2749]"
"[3046, 431, 2749, 3204]"
"[431, 1860, 3204, 759]"
"[1860, 2749, 759, 759]"
"[2749, 3204, 759, 2116]"
"[3204, 759, 2116, 370]"
"[759, 759, 370, 2002]"
"[759, 2116, 2002, 1890]"
"[2116, 370, 1890, 671]"
"[370, 2002, 671, 35]"
"[2002, 1890, 35, 539]"
"[1890, 671, 539, 967]"
"[671, 35, 967, 366]"
"[35, 539, 366, 1879]"
"[539, 967, 1879, 684]"
"[967, 366, 684, 981]"
"[366, 1879, 981, 2993]"
"[1879, 684, 2993, 3046]"
"[684, 981, 3046, 431]"
"[981, 2993, 431, 1959]"
"[2993, 3046, 1959, 3401]"
"[3046, 431, 3401, 2128]"
"[431, 1959, 2128, 1648]"
"[1959, 3401, 1648, 1777]"
"[3401, 2128, 1777, 1778]"
"[2128, 1648, 1778, 965]"
"[1648, 1777, 965, 2741]"
"[1777, 1778, 2741, 981]"
"[1778, 965, 981, 3217]"
"[965, 2741, 3217, 684]"
"[2741, 981, 684, 2735]"
"[981, 3217, 2735, 986]"
"[3217, 684, 986, 327]"
"[684, 2735, 327, 2384]"
"[2735, 986, 2384, 1875]"
"[986, 327, 1875, 2420]"
"[327, 2384, 2420, 539]"
"[2384, 1875, 539, 2351]"
"[1875, 2420, 2351, 739]"
"[2420, 539, 739, 2730]"
"[539, 2351, 2730, 2749]"
"[2351, 739, 2749, 861]"
"[739, 2730, 861, 1496]"
"[2730, 2749, 1496, 796]"
"[2749, 861, 796, 3159]"
"[861, 1496, 3159, 2376]"
"[1496, 796, 2376, 257]"
"[796, 3159, 257, 103]"
"[3159, 2376, 103, 3046]"
"[2376, 257, 3046, 431]"
"[257, 103, 431, 2644]"
"[103, 3046, 2644, 3069]"
"[3046, 431, 3069, 1879]"
"[431, 2644, 1879, 798]"
"[2644, 3069, 798, 1057]"
"[3069, 1879, 1057, 739]"
"[1879, 798, 739, 2499]"
"[798, 1057, 2499, 2376]"
"[1057, 739, 2376, 2402]"
"[739, 2499, 2402, 30]"
"[2499, 2376, 30, 3243]"
"[2376, 2402, 3243, 1282]"
"[2402, 30, 1282, 1840]"
"[30, 3243, 1840, 3238]"
"[3243, 1282, 3238, 53]"
"[1282, 1840, 53, 1879]"
"[1840, 3238, 1879, 2826]"
"[3238, 53, 2826, 1879]"
"[53, 1879, 1879, 2960]"
"[1879, 2826, 2960, 2042]"
"[2826, 1879, 2042, 3046]"
"[1879, 2960, 3046, 431]"
"[2960, 2042, 431, 977]"
"[2042, 3046, 977, 2749]"
"[3046, 431, 2749, 1904]"
"[431, 977, 1904, 5]"
"[977, 2749, 5, 2270]"
"[2749, 1904, 2270, 52]"
"[1904, 5, 52, 435]"
"[5, 2270, 435, 1790]"
"[2270, 52, 1790, 1247]"
"[52, 435, 1247, 621]"
"[435, 1790, 621, 798]"
"[1790, 1247, 798, 3046]"
"[1247, 621, 3046, 880]"
"[621, 798, 880, 1008]"
"[798, 3046, 1008, 1879]"
"[3046, 880, 1879, 3229]"
"[880, 1008, 3229, 2447]"
"[1008, 1879, 2447, 652]"
"[1879, 3229, 652, 557]"
"[3229, 2447, 557, 2749]"
"[2447, 652, 2749, 2990]"
"[652, 557, 2990, 1026]"
"[557, 2749, 1026, 2447]"
"[2749, 2990, 2447, 1860]"
"[2990, 1026, 1860, 2172]"
"[1026, 2447, 2172, 1061]"
"[2447, 1860, 1061, 3046]"
"[1860, 2172, 3046, 431]"
"[2172, 1061, 431, 531]"
"[1061, 3046, 531, 1054]"
"[3046, 431, 1054, 2376]"
"[431, 531, 2376, 2447]"
"[531, 1054, 2447, 604]"
"[1054, 2376, 604, 1851]"
"[2376, 2447, 1851, 340]"
"[2447, 604, 340, 1601]"
"[604, 1851, 1601, 739]"
"[1851, 340, 739, 2730]"
"[340, 1601, 2730, 1575]"
"[1601, 739, 1575, 1022]"
"[739, 2730, 1022, 3046]"
"[2730, 1575, 3046, 431]"
"[1575, 1022, 431, 2717]"
"[1022, 3046, 2717, 2892]"
"[3046, 431, 2892, 531]"
"[431, 2717, 531, 1649]"
"[2717, 2892, 1649, 2640]"
"[2892, 531, 2640, 1575]"
"[531, 1649, 1575, 2897]"
"[1649, 2640, 2897, 2749]"
"[2640, 1575, 2749, 3080]"
"[1575, 2897, 3080, 3048]"
"[2897, 2749, 3048, 2457]"
"[2749, 3080, 2457, 748]"
"[3080, 3048, 748, 984]"
"[3048, 2457, 984, 1057]"
"[2457, 748, 1057, 2050]"
"[748, 984, 2050, 1475]"
"[984, 1057, 1475, 1130]"
"[1057, 2050, 1130, 355]"
"[2050, 1475, 355, 1879]"
"[1475, 1130, 1879, 983]"
"[1130, 355, 983, 2690]"
"[355, 1879, 2690, 1975]"
"[1879, 983, 1975, 2700]"
"[983, 2690, 2700, 2749]"
"[2690, 1975, 2749, 2365]"
"[1975, 2700, 2365, 1427]"
"[2700, 2749, 1427, 2324]"
"[2749, 2365, 2324, 1973]"
"[2365, 1427, 1973, 2690]"
"[1427, 2324, 2690, 3418]"
"[2324, 1973, 3418, 2314]"
"[1973, 2690, 2314, 3045]"
"[2690, 3418, 3045, 1672]"
"[3418, 2314, 1672, 435]"
"[2314, 3045, 435, 2561]"
"[3045, 1672, 2561, 551]"
"[1672, 435, 551, 977]"
"[435, 2561, 977, 3046]"
"[2561, 551, 3046, 431]"
"[551, 977, 431, 2633]"
"[977, 3046, 2633, 2024]"
"[3046, 431, 2024, 3437]"
"[431, 2633, 3437, 433]"
"[2633, 2024, 433, 3061]"
"[2024, 3437, 3061, 551]"
"[3437, 433, 551, 1075]"
"[433, 3061, 1075, 3061]"
"[3061, 551, 3061, 721]"
"[551, 1075, 721, 977]"
"[1075, 3061, 977, 2749]"
"[3061, 721, 2749, 1056]"
"[721, 977, 1056, 75]"
"[977, 2749, 75, 1066]"
"[2749, 1056, 1066, 2951]"
"[1056, 75, 2951, 1093]"
"[75, 1066, 1093, 2319]"
"[1066, 2951, 2319, 42]"
"[2951, 1093, 42, 1354]"
"[1093, 2319, 1354, 3046]"
"[2319, 42, 3046, 431]"
"[42, 1354, 431, 1537]"
"[1354, 3046, 1537, 3340]"
"[3046, 431, 3340, 621]"
"[431, 1537, 621, 2560]"
"[1537, 3340, 2560, 122]"
"[3340, 621, 122, 1354]"
"[621, 2560, 1354, 2480]"
"[2560, 122, 2480, 2127]"
"[122, 1354, 2127, 3046]"
"[1354, 2480, 3046, 431]"
"[2480, 2127, 431, 1023]"
"[2127, 3046, 1023, 531]"
"[3046, 431, 531, 1138]"
"[431, 1023, 1138, 2480]"
"[1023, 531, 2480, 1864]"
"[531, 1138, 1864, 1626]"
"[1138, 2480, 1626, 1818]"
"[2480, 1864, 1818, 2561]"
"[1864, 1626, 2561, 551]"
"[1626, 1818, 551, 729]"
"[1818, 2561, 729, 2070]"
"[2561, 551, 2070, 2749]"
"[551, 729, 2749, 1708]"
"[729, 2070, 1708, 2286]"
"[2070, 2749, 2286, 1354]"
"[2749, 1708, 1354, 1879]"
"[1708, 2286, 1879, 2230]"
"[2286, 1354, 2230, 1084]"
"[1354, 1879, 1084, 977]"
"[1879, 2230, 977, 2749]"
"[2230, 1084, 2749, 909]"
"[1084, 977, 909, 3048]"
"[977, 2749, 3048, 365]"
"[2749, 909, 365, 2406]"
"[909, 3048, 2406, 1281]"
"[3048, 365, 1281, 1651]"
"[365, 2406, 1651, 2358]"
"[2406, 1281, 2358, 3046]"
"[1281, 1651, 3046, 431]"
"[1651, 2358, 431, 2125]"
"[2358, 3046, 2125, 531]"
"[3046, 431, 531, 2770]"
"[431, 2125, 2770, 2271]"
"[2125, 531, 2271, 2307]"
"[531, 2770, 2307, 1548]"
"[2770, 2271, 1548, 1057]"
"[2271, 2307, 1057, 1821]"
"[2307, 1548, 1821, 3124]"
"[1548, 1057, 3124, 3024]"
"[1057, 1821, 3024, 1386]"
"[1821, 3124, 1386, 2965]"
"[3124, 3024, 2965, 108]"
"[3024, 1386, 108, 2929]"
"[1386, 2965, 2929, 1860]"
"[2965, 108, 1860, 3229]"
"[108, 2929, 3229, 1346]"
"[2929, 1860, 1346, 1741]"
"[1860, 3229, 1741, 307]"
"[3229, 1346, 307, 2319]"
"[1346, 1741, 2319, 1152]"
"[1741, 307, 1152, 1579]"
"[307, 2319, 1579, 1548]"
"[2319, 1152, 1548, 3310]"
"[1152, 1579, 3310, 2369]"
"[1579, 1548, 2369, 2435]"
"[1548, 3310, 2435, 168]"
"[3310, 2369, 168, 253]"
"[2369, 2435, 253, 793]"
"[2435, 168, 793, 2986]"
"[168, 253, 2986, 1519]"
"[253, 793, 1519, 1708]"
"[793, 2986, 1708, 845]"
"[2986, 1519, 845, 2369]"
"[1519, 1708, 2369, 3046]"
"[1708, 845, 3046, 431]"
"[845, 2369, 431, 1860]"
"[2369, 3046, 1860, 2369]"
"[3046, 431, 2369, 3046]"
"[431, 1860, 3046, 431]"
"[1860, 2369, 431, 1860]"
"[2369, 3046, 1860, 2749]"
"[3046, 431, 2749, 2101]"
"[431, 1860, 2101, 2936]"
"[1860, 2749, 2936, 345]"
"[2749, 2101, 345, 2284]"
"[2101, 2936, 2284, 3284]"
"[2936, 345, 3284, 718]"
"[345, 2284, 718, 2702]"
"[2284, 3284, 2702, 3435]"
"[3284, 718, 3435, 2142]"
"[718, 2702, 2142, 3275]"
"[2702, 3435, 3275, 2070]"
"[3435, 2142, 2070, 1708]"
"[2142, 3275, 1708, 845]"
"[3275, 2070, 845, 3378]"
"[2070, 1708, 3378, 365]"
